Zipcode,Total Population 2016,Total Population 2016 Margin of Error,Total Unemployment 2016,Total Unemployment 2016 margin of Error,Age Group 16-19 2016,Age Group 16-19 2016 Margin of Error,Age Group 16-19 2016 Unemployment,Age Group 16-19 2016 Unemployment Margin of Error,Age Group 20-24 2016,Age Group 20-24 2016 Margin of Error,Age Group 20-24 2016 Unemployment,Age Group 20-24 2016 Unemployment Margin of Error,Age Group 25-29 2016,Age Group 25-29 2016 Margin of Error,Age Group 25-29 2016 Unemployment,Age Group 25-29 2016 Unemployment Margin of Error,Age Group 30-34 2016,Age Group 30-34 2016 Margin of Error,Age Group 30-34 2016 Unemployment,Age Group 30-34 2016 Unemployment Margin of Error,Age Group 35-44 2016,Age Group 35-44 2016 Margin of Error,Age Group 35-44 2016 Unemployment,Age Group 35-44 2016 Unemployment Margin of Error,Age Group 45-54 2016,Age Group 45-54 2016 Margin of Error,Age Group 45-54 2016 Unemployment,Age Group 45-54 2016 Unemployment Margin of Error,Age Group 55-64 2016,Age Group 55-64 2016 Margin of Error,Age Group 55-64 2016 Unemployment,Age Group 55-64 2016 Unemployment Margin of Error,Age Group 60-64 2016,Age Group 60-64 2016 Margin of Error,Age Group 60-64 2016 Unemployment,Age Group 60-64 2016 Unemployment Margin of Error,Age Group 65-74 2016,Age Group 65-74 2016 Margin of Error,Age Group 65-74 2016 Unemployment,Age Group 65-74 2016 Unemployment Margin of Error,Age Group 75+ 2016,Age Group 75+ 2016 Margin of Error,Age Group 75+ 2016 Unemployment,Age Group 75+ 2016 Unemployment Margin of Error
80615,6085,451,1.8,1.4,421,150,11.9,14.7,449,184,0,6.8,397,168,0,8.1,534,147,1.7,2.4,1194,251,1.4,2.3,1088,219,1.5,2.4,523,198,0,6.8,438,163,5,7.9,655,181,0,14.6,386,149,0,60.7
80620,13994,513,4.8,1.4,1033,276,5.8,5.6,1469,353,4.5,4.1,2202,353,4.6,3.9,1736,332,5,3.3,2505,341,8.5,4,2124,308,2.4,1.9,858,209,1.6,2.7,727,219,2.6,4.3,883,175,5.2,8.6,457,122,0,82.3
80621,9135,331,5.3,1.6,558,116,32.7,18.7,616,143,9.8,7.8,617,147,0,5.7,936,192,5.3,7.5,1320,221,3.4,2.9,1864,258,6,3.7,908,163,2.1,2.7,842,158,4.5,3.7,860,148,2.1,3,614,144,0,38.1
80622,131,67,0,33.6,16,19,-,**,0,11,-,**,0,11,-,**,23,20,0,59.4,45,31,0,48.2,12,15,0,85.9,10,14,-,**,12,16,-,**,10,15,-,**,3,6,-,**
80623,687,147,7,5.1,44,30,0,100,61,37,23.9,27.4,43,28,0,65.4,52,38,0,60.7,112,52,10.6,11.4,117,50,0,29.7,90,38,0,39.9,51,32,17.1,28.1,74,40,0,62.2,43,23,0,76.1
80624,916,219,6.3,4.8,25,25,0,100,66,46,0,34.6,66,33,30.3,26.1,144,86,0,29.7,165,113,0,17.8,258,129,5.2,8.6,53,32,0,42.5,57,49,0,42,35,42,-,**,47,56,100,82.2
80631,41230,895,11.5,1.5,5840,448,16.8,6.3,7869,537,12.8,3.7,4392,482,12.9,4.2,3710,409,12.8,4.9,5383,431,10.5,2.5,4837,377,12.2,3.6,2225,285,5.3,3.7,2155,248,1.4,1.7,2775,276,5.9,4.7,2044,251,5.6,8.9
80634,43244,955,5.4,1,2504,287,28.3,11.4,3537,524,4.6,2.6,3938,376,5.1,2.7,3412,365,8,3.7,7357,459,4,1.4,7062,455,3.6,1.8,3623,313,6.2,2.5,3362,342,3.6,2.1,4616,280,2.8,2.5,3833,330,0,10.9
80640,9150,574,6.2,1.9,713,163,24.2,18.9,903,187,15.6,8.8,951,244,4,4.1,1235,273,5.7,4.5,2213,272,3,1.8,1423,224,2.2,2.1,532,166,5.8,6.1,478,145,7.5,10.3,521,111,13.6,15.2,181,64,0,60.7
80642,3256,437,1,1.5,151,69,0,39.9,311,183,0,10.4,244,111,0,15.7,191,75,0,22.5,600,176,0,7.2,744,188,0,5.2,340,97,6.7,11.6,130,74,0,24.3,258,122,5.3,9.9,287,167,0,100
80643,2476,338,3.6,2.4,128,107,0,100,107,48,6.4,9.9,161,99,0,28.7,130,75,0,24.3,496,108,10.5,8.5,423,161,0,9.5,278,109,0,11.9,244,103,0,21.1,381,110,6.2,9.1,128,62,0,90.1
80644,2600,337,5.4,3.1,176,72,25.6,31.4,157,77,0,26.1,214,91,13.3,16.5,194,89,6,6.2,506,169,2.8,2.4,514,125,2.4,2.8,332,102,9.3,13.9,199,83,0,23.7,271,103,0,23,37,24,-,**
80645,3464,344,13,3.9,306,119,58.1,28.5,243,83,36,23,208,73,8.8,10.4,206,64,15.5,14,710,191,7.2,4.3,682,153,6.2,4.3,278,85,9.9,10.1,336,99,0,12.8,265,67,0,43,230,51,15.8,23.8
80648,903,187,3.6,2.2,52,27,3.7,15,61,35,25,17.6,66,38,0,36.7,72,31,0,38.1,158,59,3.1,5.3,200,85,1.1,1.6,97,34,3.8,6,97,51,0,33,48,30,-,**,52,29,-,**
80649,208,70,6.7,9,9,9,50,50,3,7,0,100,5,8,-,**,8,9,0,100,13,13,0,79,27,16,0,65.4,30,16,20,28.8,37,22,0,49.6,72,61,0,95,4,7,-,**
80650,1211,210,7.3,5.1,84,42,28.6,36.8,90,42,49.3,30.3,71,39,0,39.9,42,34,8.8,16.2,222,106,4.4,6.9,302,101,0,11.7,103,40,0,31.4,60,34,0,50.4,113,48,0,82.3,124,54,0,63.7
80651,3359,337,3.8,2.4,232,110,0,33.6,241,80,2.9,4.6,289,123,0,12.9,316,109,8.5,12.1,534,129,2.6,4.5,638,116,4.7,4.6,213,101,0,19.5,237,92,15.6,22.2,387,136,0,19.2,272,134,-,**
80652,310,155,2.5,9.3,19,24,100,100,14,22,-,**,0,11,-,**,19,47,0,65.4,27,33,0,59.4,35,36,0,48.2,14,21,0,76.1,55,59,0,82.3,106,78,0,71.2,21,24,-,**
80653,701,111,1.3,2,22,17,0,76.1,13,15,0,79,50,32,0,52,68,34,0,36.3,131,54,0,21.6,111,48,6.5,9.3,75,32,0,36.3,51,20,0,52.9,141,47,0,67.2,39,25,0,95
80654,2105,170,5,3,140,53,4.8,6.9,134,56,3.9,6.7,158,56,7.8,10.8,139,60,13.3,19.5,311,73,0,10.8,353,87,7.5,7.9,190,63,5.2,5.6,256,73,4.5,5.9,271,69,0,25.9,153,54,0,76.1
80701,11991,351,5,1.9,969,139,12.5,12.3,1149,163,13.4,9.3,1008,154,4.6,4.5,886,152,4.3,3.9,1807,164,5.2,4,2166,230,0.8,0.9,846,138,5.4,6.4,831,152,0,5.7,1204,138,2.3,3.6,1125,149,0,47.5
80705,926,162,3.1,2.6,59,32,0,52.9,59,37,0,41.1,89,52,0,38.8,124,63,0,22.9,170,57,5.6,8.8,103,51,2.6,4.1,44,19,25.8,28.5,60,25,0,50.4,138,47,0,51.2,80,36,0,100
80720,2322,104,3.5,2.4,126,31,16,21.6,201,40,13.6,18.6,208,27,3,4.1,211,39,5.1,4.3,277,52,1.6,2.8,335,50,0,11.6,219,41,2.4,3.6,193,51,0,23.4,274,37,0,27.2,278,36,0,52.9
80721,137,63,0,26.1,0,11,-,**,14,22,-,**,5,9,0,100,4,6,-,**,5,7,0,100,44,36,0,52.9,29,32,0,52.9,13,18,0,100,23,28,0,59.4,0,11,-,**
80722,239,114,2.3,3.3,8,9,-,**,13,15,0,79,31,21,0,55.9,32,33,0,58.2,0,11,-,**,87,72,0,46.8,15,10,21.4,23.8,20,20,0,95,14,11,0,100,19,17,0,100
80723,5132,254,7.8,4.7,305,92,22.1,30.6,394,146,4,8,443,120,14.3,14.3,444,127,29.6,28.3,660,145,0.9,1.6,838,202,5,5.4,463,109,0,7.7,438,130,3.5,4.6,473,126,0,17.8,674,136,0,53.8
80726,618,206,4.8,7.3,85,89,0,82.3,28,32,0,100,4,4,0,100,79,100,0,31.1,140,58,0,22.5,84,46,25.7,32.4,74,54,0,40.7,21,12,0,95,77,49,0,59.4,26,14,0,79
80727,330,126,5.7,8.1,20,20,0,100,102,100,0,25.1,21,22,0,67.2,24,22,15.8,24.7,44,32,32.4,39.6,46,37,0,50.4,16,12,0,71.2,13,12,0,100,37,28,0,67.2,7,7,-,**
80728,858,152,5.8,3.8,46,25,0,100,62,38,6.7,10,68,38,3.6,8.3,49,40,21.3,18.1,109,50,9.9,14.3,218,68,3.1,3.4,56,22,0,45.1,93,37,0,44,76,29,0,90.1,81,33,11.1,21.8
80729,451,100,5.1,4.7,26,21,26.7,35.6,33,23,0,52.9,10,9,0,100,13,13,38.5,34.2,64,41,4.3,7.7,78,40,0,33.3,37,22,16.7,30.4,48,32,0,46.2,89,37,0,48.2,53,25,0,100
80731,1147,119,6,2.9,77,31,25.5,22.9,81,37,14.3,13.3,43,22,0,46.2,63,26,5.5,9.5,169,54,5.3,7.4,227,45,5.6,7,72,26,0,39.1,97,32,0,35.3,137,35,0,45.1,181,54,0,79
80733,316,65,5.8,4,14,10,0,100,23,18,0,62.2,24,19,40,33.7,18,15,11.8,26.4,37,21,0,52,69,34,0,36,35,27,6.5,12.6,44,21,3.3,8,43,20,16.7,23.7,9,11,-,**
80734,2223,138,0.9,1,124,48,0,45.1,103,57,0,26.3,232,85,0,14,270,82,1.3,2,281,100,2.4,4.6,312,109,0,11.2,250,100,2.4,3.9,167,53,0,37,210,57,0,25.7,274,73,0,48.2
80735,265,74,0,15.8,11,15,0,100,13,12,0,79,27,28,0,58.2,77,45,0,38.1,35,22,0,51.2,9,10,0,100,24,20,0,67.2,22,17,0,90.1,32,22,0,100,15,14,-,**
80736,437,117,0.4,0.8,23,15,16.7,32.6,45,43,0,53.8,54,40,0,57,31,24,0,65.4,50,27,0,43.5,78,42,0,38.4,11,11,0,100,57,41,0,41.6,43,25,0,67.2,45,23,0,100
80737,1295,111,7.9,4.8,94,35,0,53.8,57,41,0,54.8,62,29,13.2,15.7,34,20,0,58.2,189,60,13.6,14.3,174,74,11.9,12.8,135,40,3.5,4.2,108,36,0,36.3,196,42,5.2,6.4,246,55,0,79
80740,142,50,4.6,6.2,7,12,-,**,10,11,0,95,0,11,-,**,4,4,0,100,21,16,0,82.3,38,17,13.8,20,24,16,0,67.2,4,5,0,100,16,14,0,100,18,8,0,100
80741,725,113,3.9,3.8,46,44,0,50.4,77,50,22.7,28.3,66,33,0,40.7,57,32,0,39.9,73,36,0,37.7,123,35,3.8,5,72,33,0,37.4,40,23,0,67.2,124,47,0,39.5,47,19,0,100
80742,158,50,8,10.8,6,8,100,100,1,2,0,100,8,7,0,100,3,4,0,100,13,11,30.8,44.5,31,22,0,52.9,33,19,0,69.1,22,13,0,100,19,11,0,100,22,15,100,100
80743,762,76,4.8,2.4,53,18,17.6,15.8,61,31,0,41.1,32,19,16.7,18.2,31,17,0,53.8,105,32,8,5.8,122,34,0,24.7,70,27,1.9,3.7,75,24,3.4,4.7,115,25,5.4,6.8,98,31,25,29.8
80744,398,70,13.5,6.4,24,16,0,100,54,30,20.4,13.8,21,11,5.9,16.5,16,11,25,29.9,49,27,22.5,19.7,59,22,4.3,7.8,35,16,17.9,18.9,38,20,0,69.1,46,21,0,90.1,56,21,11.1,38
80745,194,70,11.5,12.6,2,5,0,100,23,26,34.8,53,0,11,-,**,5,6,40,28.3,46,43,0,73.6,42,32,0,85.9,13,12,0,95,26,25,0,62.2,19,12,0,100,18,22,-,**
80746,77,36,6.7,18.7,0,11,-,**,2,3,0,100,7,6,0,100,0,11,-,**,0,11,-,**,2,5,50,50,1,2,0,100,4,5,0,100,45,37,0,100,16,16,-,**
80747,413,103,7.8,5.2,18,12,40,34.2,41,28,0,44.5,44,26,19,22.9,25,21,0,57,44,31,0,43,84,34,9.5,11.7,58,24,14.3,14.2,24,13,0,71.2,34,20,0,100,41,29,0,65.4
80749,248,50,2.9,3.7,12,10,60,59.2,8,9,0,100,9,7,0,95,2,5,50,50,16,12,0,76.1,49,18,0,46.8,30,13,0,57,55,24,0,52,38,15,0,79,29,15,-,**
80750,212,78,3.8,6.6,19,24,-,**,0,11,-,**,30,37,0,52,39,33,12.8,26.3,24,25,0,90.1,42,48,0,55.9,30,20,0,63.7,0,11,-,**,23,16,0,100,5,7,-,**
80751,14656,295,7.4,3.3,1299,190,19.5,9.6,1675,334,30.7,17.2,1124,109,0,3.4,1154,205,0,4.2,2197,326,1.7,2,2081,226,4,4.6,1114,171,1.8,2.8,1146,173,0.7,1.2,1438,92,0,7.1,1428,90,0,14.9
80754,119,47,12.9,11.6,9,10,-,**,6,9,0,100,2,3,0,100,0,11,-,**,7,6,0,100,37,28,29.6,19.1,19,18,0,76.1,5,5,0,100,10,7,-,**,24,17,0,100
80755,85,72,0,45.6,14,17,-,**,0,11,-,**,3,6,0,100,11,14,0,85.9,18,20,0,85.9,26,34,0,100,8,13,0,100,0,11,-,**,3,6,0,100,2,3,-,**
80757,226,63,8.5,10.6,15,11,-,**,3,5,0,100,14,12,0,76.1,28,17,0,59.4,41,23,0,58.2,41,18,17.9,27.6,27,14,26.3,39,16,8,0,82.3,16,11,0,100,25,15,-,**
80758,2732,234,2.8,1.9,291,93,4.4,6.8,138,79,0,25.9,188,49,3.8,6.7,251,81,4.4,6.4,413,98,4.7,6.5,426,109,0,8.2,179,60,0,20.3,296,76,5.3,7.5,287,82,0,30.3,263,86,0,54.8
80759,3890,270,1.3,1.4,140,85,27.6,47.9,309,127,6.1,9.5,327,104,0,10.4,338,121,0,11.1,499,109,0,5.8,613,141,0,5.6,329,136,0,10.6,267,126,0,17.2,512,99,0,14.9,556,92,-,**
80801,104,33,0,35.3,12,8,0,100,9,9,0,100,2,3,-,**,0,11,-,**,5,6,0,100,27,12,0,59.4,14,11,0,76.1,11,11,0,95,18,20,-,**,6,6,-,**
80802,216,60,2.8,3.8,0,11,-,**,17,19,29.4,52.3,10,11,0,100,11,13,0,95,33,28,0,49.6,63,32,0,38.1,23,19,0,63.7,32,20,0,60.7,6,6,0,100,21,26,0,100
80804,226,116,2.3,2.7,10,10,0,100,5,14,0,100,7,20,16.7,54.8,10,17,0,90.1,15,17,0,79,32,42,6.5,10.9,39,15,0,65.4,40,19,0,55.9,38,23,0,85.9,30,20,0,85.9
80805,375,90,6.5,5.4,10,11,57.1,57.1,14,11,0,76.1,18,17,0,90.1,56,40,3.6,7.2,32,24,0,54.8,97,46,9.7,11.8,26,15,0,62.2,15,14,0,95,72,28,8,12.2,35,17,-,**
80807,4419,212,4.7,2.6,127,55,0,26.3,276,107,5.6,8.2,341,105,0,10.5,513,100,3.2,5.1,910,191,11.6,7.9,668,127,1.7,2.6,354,79,0,9.4,359,78,17.7,18.2,439,55,0,19.4,432,58,0,37.7
80808,4734,462,6.7,2.3,241,70,20.5,14.4,183,80,13.4,17.1,564,210,10.5,10.5,315,96,8.8,7.6,677,154,8.7,4.9,941,186,1.5,1.5,566,148,4.1,3.7,442,83,8.7,12.7,503,106,0,16.1,302,101,0,100
80809,1250,197,6.1,4.8,90,51,0,46.2,57,38,0,42.5,17,21,23.5,58,60,41,0,37.7,72,75,12.5,26.2,275,87,0,12.5,193,74,0,22.2,210,85,16.3,21.5,191,70,16.7,22.9,85,50,0,90.1
80810,900,122,12.6,7.1,66,35,0,52,40,25,50,37,51,30,17.9,27.9,67,31,36.2,24.7,134,44,0,24.3,223,52,11.6,12.8,106,35,6.5,8.9,70,25,12.2,16,55,21,0,51.2,88,31,-,**
80812,163,38,1.1,3.2,8,8,-,**,0,11,-,**,5,6,0,100,3,4,0,100,38,24,0,63.7,22,13,5.3,14.2,18,10,0,76.1,29,13,0,60.7,16,10,0,85.9,24,12,-,**
80813,1499,240,3.3,2.7,76,70,9.4,22.6,88,55,2.3,7.9,84,51,9.7,12.9,88,54,3.6,7.2,134,67,5.6,11.3,202,79,4.1,5,165,59,0,27,284,102,0,17,261,103,0,33.9,117,65,0,95
80814,3030,355,8.9,5.4,183,99,15.7,25.3,134,90,0,21.4,74,57,0,41.6,208,107,9.5,19.1,288,127,21.6,26.8,752,214,9.7,8.4,363,136,4.3,6.8,471,142,8.8,14.5,431,121,0,30.9,126,76,0,85.9
80815,590,82,7,4.9,39,22,100,71.2,41,29,0,60.7,20,15,6.3,14.3,14,10,0,76.1,65,29,0,38.1,138,50,1.6,2.8,43,16,0,50.4,56,29,4.8,5.5,84,30,0,47.5,90,27,41.7,51
80816,4751,474,10,5.5,99,64,41.7,41.2,241,143,26.2,33.2,194,126,18.2,28.5,194,110,0,15.7,485,142,8.2,9.1,858,229,10.9,11.2,740,210,7.7,10.7,636,163,7.4,10.7,1047,216,0,10.7,257,116,0,69.1
80817,20647,566,8.1,2.3,1707,371,14.7,11.8,1623,373,13.5,8.1,2760,563,10.4,6.8,2835,412,11.5,8.8,4278,419,5.5,3.8,3399,433,6.9,3.4,1507,289,1.7,2.6,957,186,2.7,3.8,1010,208,11.8,12.2,571,147,0,39.9
80818,200,90,0.7,2.6,1,3,0,100,4,9,0,100,6,21,0,100,7,10,0,100,10,12,0,95,46,46,2.2,8.8,33,27,0,52,9,7,0,100,41,23,0,58.2,43,17,0,62.2
80819,630,107,6,4.1,33,22,27.3,42.6,40,34,11.5,18.8,25,18,0,57,32,21,0,50.4,73,34,0,35.3,114,38,8.4,14.3,64,35,3.6,7.6,118,52,10.9,13.2,91,30,0,45.1,40,22,100,100
80820,538,131,4.2,7.5,0,11,-,**,0,11,-,**,5,8,0,100,18,19,0,67.2,27,26,0,63.7,38,30,0,59.4,70,51,0,35.6,182,87,0,40.3,181,71,27.3,40.6,17,20,-,**
80821,758,275,2.8,4.3,25,30,23.1,34,19,31,16.7,54.8,37,52,3.8,12.7,52,45,8.3,22.1,87,57,0,45.6,125,95,0,27.7,54,25,0,42.5,54,24,0,63.7,154,46,0,48.9,151,42,0,82.3
80822,207,67,1.4,2.8,17,15,0,100,10,9,0,90.1,20,19,0,63.7,25,23,0,60.7,24,19,0,79,24,18,8.3,14.3,27,20,0,58.2,22,14,0,69.1,27,16,0,100,11,10,-,**
80823,121,68,6.3,8.6,5,6,100,100,5,13,0,100,10,25,11.1,29.6,2,9,0,100,6,9,0,100,10,18,0,100,14,9,0,82.3,20,17,0,100,24,11,0,95,25,18,0,100
80824,180,67,11.2,16.9,7,10,-,**,9,12,0,95,24,21,0,63.7,11,12,0,85.9,9,12,0,95,42,35,33.3,37.4,14,11,0,85.9,7,6,0,100,38,23,0,79,19,17,-,**
80825,323,66,5,6.4,29,18,0,90.1,27,19,0,73.6,34,27,25,29.9,26,16,0,69.1,57,22,0,43,56,27,5.4,11.4,23,15,0,73.6,24,16,0,67.2,24,13,0,95,23,11,0,100
80827,594,188,0,8.8,39,45,-,**,0,11,-,**,0,11,-,**,0,11,-,**,23,33,0,79,191,120,0,18.5,96,59,0,31.4,46,51,0,50.4,199,109,0,36.7,0,11,-,**
80828,3208,582,6.1,6.8,142,51,2.7,23.8,271,176,0,79,353,106,15,85,464,190,12.5,30.6,746,259,4.2,10.7,427,151,0,14.1,247,65,13.4,17.6,144,58,9.3,14.1,219,76,0,51.2,195,44,100,100
80829,4967,326,7.2,4,167,84,0,37.7,258,141,8,11.9,351,146,10.6,11.2,413,206,5.7,8.5,909,204,13.4,14.5,840,239,3.2,3.8,409,114,4.9,7.6,499,158,0,8.4,726,198,12,12.2,395,153,0,53.8
80830,190,59,2.5,3.9,0,11,-,**,0,11,-,**,3,5,0,100,0,11,-,**,9,14,0,95,40,34,9.1,17.8,9,14,0,95,33,18,0,52.9,85,34,0,45.6,11,11,-,**
80831,17575,855,7.3,2.5,1604,354,34.8,16.6,921,227,16.1,9.5,987,249,18.2,13.7,1303,295,6.3,9.2,3989,435,2.9,2,3927,452,4,2.7,1604,288,1.5,2.4,1105,199,1.7,2.6,1694,265,0,8.6,441,153,-,**
80832,455,105,6.1,6.5,35,20,0,100,14,12,-,**,13,14,25,75,37,32,0,95,36,23,3.3,8.9,112,39,14.1,13.2,51,25,0,45.1,52,25,0,58.2,68,28,0,59.4,37,16,0,82.3
80833,515,143,1.6,2.3,33,37,-,**,22,23,0,73.6,37,24,0,79,20,15,0,100,77,53,0,39.1,75,59,0,37,70,32,7.3,10.8,54,33,0,46.2,72,32,0,76.1,55,27,-,**
80834,201,54,3.8,5.8,20,19,57.1,57.1,16,15,0,71.2,0,11,-,**,10,7,0,90.1,8,6,0,100,34,15,0,49.6,27,14,0,76.1,9,9,0,100,31,18,0,82.3,46,26,0,100
80835,763,131,7.9,6.6,29,24,-,**,14,10,0,100,62,38,45.9,49.3,87,48,0,29.5,137,54,3.7,6.2,162,54,6.2,7.3,94,49,0,32.7,50,25,0,53.8,71,32,0,63.7,57,31,0,100
80836,841,121,4.4,3,109,55,13.8,25.4,54,29,0,38.8,50,24,0,46.8,62,29,13.3,14.5,131,53,0,21.9,172,47,2,2.5,50,23,0,43,72,22,12.3,12.8,92,28,3,9.6,49,22,0,100
80840,5242,290,5.6,3.6,1356,200,0,59.4,2903,245,25,47.1,211,71,0,52.9,194,56,7.9,9.3,319,86,2.3,3.9,156,56,9.4,10.3,57,27,0,73.6,17,15,0,95,14,12,0,100,15,14,-,**
80860,596,107,0.9,1.2,15,16,0,100,30,24,0,57,29,28,0,57,41,27,0,44.5,41,28,7.3,11.3,136,56,0,21.4,59,24,0,43,102,46,0,50.4,127,51,0,76.1,16,14,-,**
80861,228,61,5.8,5.6,10,9,71.4,43.3,16,16,20,35.7,35,28,0,54.8,13,10,0,90.1,22,14,5.6,11.2,32,23,0,52.9,9,7,0,100,12,10,0,95,58,23,0,53.8,21,12,0,100
80862,44,14,0,62.2,2,2,-,**,0,11,-,**,0,11,-,**,7,5,0,100,2,3,0,100,0,11,-,**,7,7,0,100,10,6,0,100,10,8,0,100,6,5,-,**
80863,10136,498,7.1,2.6,663,168,29.3,18.5,592,137,19.7,13.8,509,127,4.5,8.5,440,103,22.6,16.3,1716,186,1.4,1.9,2125,251,2.6,2.6,1452,253,3.5,3.8,757,260,4.3,7,1316,191,13.8,15.5,566,125,0,41.1
80864,1055,170,7.8,4.6,70,36,77.8,31.7,56,34,26.1,35.3,35,22,29.2,28,72,53,12.2,27.7,111,34,0,29.2,257,80,2.6,3.8,105,44,7.8,12.3,164,64,4.2,6.8,98,48,0,73.6,87,37,0,100
80902,8240,475,11.5,5.6,762,181,0,41.6,2759,369,8.9,10.1,2137,315,8.2,7,1012,250,23.8,15.9,1179,266,8.4,7.9,329,155,11.4,21.6,24,26,100,79,38,35,-,**,0,18,-,**,0,18,-,**
80903,13652,666,10.5,2.2,1675,265,30.3,10.3,1984,298,16.1,6.1,1603,243,5.7,4.7,1196,217,6.7,4.2,1812,261,5.7,3.5,1615,217,12.1,5.3,1002,202,11.2,6.8,905,168,10.1,9.8,1107,171,1.4,2.1,753,127,0,52
80904,17887,618,7.7,1.4,643,178,39.7,16.9,1265,280,18.2,8.5,1808,319,3.2,2.3,1418,261,5.6,4.3,2082,345,3.9,2.9,2660,314,6.3,3.5,1527,246,6.1,4.1,1573,223,5.7,5.1,2486,244,7,7.1,2425,269,9.7,16
80905,14410,893,6.7,2.3,708,238,43.1,25.6,1753,393,7.1,7.7,1732,358,0.8,1.2,1397,269,4.8,5.3,2187,450,5.4,3.2,2236,306,5.8,3.8,1239,196,7.5,6.4,1062,230,7.1,8.2,1136,181,12.6,11.5,960,171,0,22.7
80906,29771,999,6.1,1.7,1755,400,21.2,16.5,2937,483,20.8,10.1,2611,433,5.2,4.6,2347,430,11.7,6.5,4604,519,1.6,1.3,4616,462,3,1.6,2058,219,3.5,2.4,2387,313,2,2.2,3564,331,2.8,2.8,2892,350,6.9,11.2
80907,23830,743,6.7,1.3,1298,257,24.7,8.4,2832,454,5.9,3.7,2123,304,6.4,3.4,2254,307,7.8,3.8,3091,368,1.8,1.4,3714,364,5.1,2,2098,252,9,5,1795,234,9.8,5.1,2511,241,2.4,2.8,2114,184,6.6,10.2
80908,11934,477,5.2,1.9,999,206,23.6,18.9,452,144,28.9,24.5,640,209,3,4.2,723,207,8.1,8.4,2022,318,1.7,2,2419,364,0.7,0.7,1373,250,0,2.9,1269,245,8.4,6,1465,224,5.4,5.4,572,163,0,69.1
80909,29757,1103,8.1,1.6,1342,253,41.5,15.5,2987,458,13.3,4.7,3509,454,9.2,4.9,3068,401,8,3.7,4243,515,6.1,4.6,4573,476,4.4,2.3,2333,266,2.5,2.5,1790,226,2.6,2.6,2939,268,2.8,3.2,2973,317,0,21.1
80910,23349,1012,13,2.3,1462,299,40.7,16.8,3387,617,16.9,8.3,2948,415,10.3,3.7,2282,307,9.8,4.3,3884,363,7.3,3.1,3180,363,15,4.5,1435,223,10,6,1175,233,5.6,6.9,1818,254,9,7.9,1778,226,26.1,24.7
80911,24456,796,9.7,1.6,1573,280,46.1,14.7,2273,397,15.7,7.5,2608,285,13.9,5.4,2420,322,11.2,5.3,3767,452,7.3,3.1,3917,414,5.3,2.8,2300,323,2.5,1.9,1619,342,1.4,2.1,2229,265,2.6,3.2,1750,199,0,38.1
80913,3342,346,0,44.5,506,127,-,**,2131,294,-,**,464,106,0,90.1,148,55,0,85.9,41,30,-,**,52,46,0,63.7,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
80914,389,219,-,**,85,83,-,**,251,143,-,**,28,26,-,**,0,11,-,**,0,11,-,**,25,49,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
80915,15611,732,3.8,0.9,950,224,19.6,10.3,1455,392,6.6,4.7,1816,311,2.8,2.9,1697,242,3.1,2.3,2400,290,3.8,2.7,2747,308,0.8,0.8,1095,196,2.8,3,976,176,0,5.4,1363,216,5.2,8.1,1112,229,0,76.1
80916,27882,890,9.4,1.9,1719,274,32.7,11.7,4045,548,19,6.3,4598,488,12.6,5.4,3705,382,3.5,2.5,4803,457,3.7,2.2,3496,431,6.6,2.6,1637,252,4.5,3.2,1526,239,8.2,6.2,1599,217,0,7.1,754,192,0,31.7
80917,25590,772,7.6,2,1913,329,25.7,11.6,2748,413,16.5,7.1,2596,415,5.1,2.6,2154,265,3.5,2.3,3598,352,6.4,2.4,3723,462,3.6,1.8,2288,275,1.9,1.3,2198,280,5.6,4.5,2600,253,11.9,10.6,1772,239,0,18.1
80918,39585,942,7.4,1.3,3416,371,24.1,7.1,4891,614,13.9,6.3,4068,448,5.7,2.6,3502,316,6.3,2.7,5591,391,3.6,1.5,5942,459,3.4,1.5,3110,324,6,2.8,2663,321,5.5,3.5,4290,274,5.7,5,2112,245,5.3,9.5
80919,23162,598,6.1,1.4,1349,201,26.4,16.2,2004,332,9.5,5.6,1336,301,3.7,3,1669,290,3.6,2.5,3164,332,5.3,3,4528,412,5,1.9,2668,362,5,4.4,2267,326,10.1,7.4,2720,229,2.1,2.3,1457,232,0,36.7
80920,30371,858,7,1.2,2873,404,35.2,11.1,2456,409,10.9,4.3,2278,359,5.6,3.1,1904,274,1.6,1.6,4868,366,3.2,1.4,7215,453,5.1,1.9,2684,320,5.3,5,2429,323,7.3,4,2314,255,10,6.4,1350,191,0,33
80921,15721,691,4.3,1.4,1236,231,15.5,12,861,271,5.5,6.7,742,217,9.3,10.6,779,239,0,5.8,2997,391,3.8,3.2,3679,423,2.4,1.6,1687,316,3.7,3.6,1283,290,6.5,5.1,1466,210,2.8,4.5,991,283,0,54.8
80922,20309,751,6.3,1.8,1000,272,15.9,14.6,1914,557,17.8,9.8,2444,450,7.1,4.4,2651,500,7.1,5.9,4037,456,4.6,3.1,3537,377,2.5,2.2,1531,276,1.4,2.2,1095,256,3.8,5.6,1429,223,2.3,4.4,671,183,0,71.2
